Mod:Item:MetaData, Localized Name
railcraft:track_outfitted:0, H. S. E. Detector Track
railcraft:track_outfitted:0, Abandoned Detector Track
railcraft:track_outfitted:0, Electric Detector Track
railcraft:track_outfitted:0, Iron Detector Track
railcraft:track_outfitted:0, Reinforced Detector Track
railcraft:track_outfitted:0, H. S. Detector Track
railcraft:track_outfitted:0, Strap Iron Detector Track
railcraft:track_outfitted:0, H. S. E. Embarking Track
railcraft:track_outfitted:0, Abandoned Embarking Track
railcraft:track_outfitted:0, Electric Embarking Track
railcraft:track_outfitted:0, Iron Embarking Track
railcraft:track_outfitted:0, Reinforced Embarking Track
railcraft:track_outfitted:0, H. S. Embarking Track
railcraft:track_outfitted:0, Strap Iron Embarking Track
railcraft:track_outfitted:0, Abandoned Buffer Stop Track
railcraft:track_outfitted:0, Electric Buffer Stop Track
railcraft:track_outfitted:0, Iron Buffer Stop Track
railcraft:track_outfitted:0, Reinforced Buffer Stop Track
railcraft:track_outfitted:0, Strap Iron Buffer Stop Track
railcraft:track_outfitted:0, H. S. E. Locomotive Track
railcraft:track_outfitted:0, Abandoned Locomotive Track
railcraft:track_outfitted:0, Electric Locomotive Track
railcraft:track_outfitted:0, Iron Locomotive Track
railcraft:track_outfitted:0, Reinforced Locomotive Track
railcraft:track_outfitted:0, H. S. Locomotive Track
railcraft:track_outfitted:0, Strap Iron Locomotive Track
railcraft:track_parts, Track Parts
railcraft:entity_cart_tnt_wood:0, Wooden TNT Cart
railcraft:entity_cart_work:0, Work Cart
railcraft:tool_whistle_tuner, Whistle Tuner
railcraft:signal_lamp, Signal Lamp
railcraft:gear:0, Gold-Plate Gear
railcraft:gear:1, Iron Gear
railcraft:gear:2, Steel Gear
railcraft:gear:3, Tin Gear Bushing
railcraft:routing_table, Routing Table
railcraft:routing_ticket, Railway Ticket
railcraft:routing_ticket_gold, Golden Railway Ticket
railcraft:track_flex_abandoned, Abandoned Track
railcraft:track_flex_electric, Electric Track
railcraft:track_flex_high_speed, High Speed Track
railcraft:track_flex_hs_electric, High Speed Electric Track
railcraft:track_flex_reinforced, Reinforced Track
railcraft:track_flex_strap_iron, Strap Iron Track
railcraft:entity_cart_cargo:0, Cargo Cart
railcraft:entity_cart_tank:0, Tank Cart
railcraft:ore:0, Sulfur Ore
railcraft:ore:1, Saltpeter Ore
railcraft:ore:2, Dark Diamond Ore
railcraft:ore:3, Dark Emerald Ore
railcraft:ore:4, Dark Lapis Lazuli Ore
railcraft:ore:5, Poor Iron Ore
railcraft:ore:6, Poor Gold Ore
railcraft:ore:7, Poor Copper Ore
railcraft:ore:8, Poor Tin Ore
railcraft:ore:9, Poor Lead Ore
railcraft:ore:10, Poor Silver Ore
railcraft:ore:11, Copper Ore
railcraft:ore:12, Tin Ore
railcraft:ore:13, Lead Ore
railcraft:ore:14, Silver Ore
railcraft:ore_magic:0, Firestone Ore
railcraft:worldlogic, Saltpeter Ore Spawner
randomthings:fertilizedDirt, Fertilized Dirt
randomthings:fertilizedDirtTilled, Fertilized Dirt
randomthings:playerInterface, Player Interface
randomthings:creativePlayerInterface, Creative Player Interface
randomthings:lapisGlass, Lapis Glass
randomthings:lapisLamp, Lapis Lamp
randomthings:dyeingMachine, Dyeing Machine
randomthings:onlineDetector, Online Detector
randomthings:chatDetector, Chat Detector
randomthings:enderBridge, Ender Bridge
randomthings:prismarineEnderBridge, Prismarine Ender Bridge
randomthings:enderAnchor, Ender Anchor
randomthings:beanStalk, Magic Bean Stalk
randomthings:lesserBeanStalk, Lesser Bean Stalk
randomthings:beanPod, Bean Pod
randomthings:beanSprout, Bean Sprout
randomthings:lightRedirector, Light Redirector
randomthings:imbuingStation, Imbuing Station
randomthings:spectreBlock, Spectre Block
randomthings:specialChest:0, Nature Chest
randomthings:specialChest:1, Water Chest
randomthings:analogEmitter, Analog Emitter
randomthings:fluidDisplay, Fluid Display
randomthings:customWorkbench, Crafting Table
randomthings:enderMailbox, Ender Mailbox
randomthings:pitcherPlant, Pitcher Plant
randomthings:platform, tile.platform.name
randomthings:entityDetector, Entity Detector
randomthings:quartzLamp, Quartz Lamp
randomthings:quartzGlass, Quartz Glass
randomthings:potionVaporizer, Potion Vaporizer
randomthings:voxelProjector, [WIP] Voxel Projector
randomthings:contactButton, Contact Button
randomthings:contactLever, Contact Lever
randomthings:sakanade, Sakanade
randomthings:rainShield, Rain Shield
randomthings:blockBreaker, Block Breaker
randomthings:itemSealer, Item Sealer
randomthings:superLubricentIce, Superlubricent Ice
randomthings:itemCorrector, Item Corrector
randomthings:compressedSlimeBlock, Compressed Slime Block
randomthings:itemRedirector, Item Redirector
randomthings:itemRejuvenator, Item Rejuvenator
randomthings:superLubricentPlatform, Super Lubricent Platform
randomthings:filteredItemRedirector, Filtered Item Redirector
randomthings:filteredSuperLubricentPlatform, Filtered Super Lubricent Platform
randomthings:redstoneObserver, Redstone Observer
randomthings:biomeRadar, Biome Radar
randomthings:ironDropper, Iron Dropper
randomthings:itemProjector, [WIP] Item Projector
randomthings:igniter, Igniter
randomthings:blockOfSticks:0, Block of Sticks
randomthings:blockOfSticks:1, Returning Block of Sticks
randomthings:blazingFire, tile.blazingFire.name
randomthings:specialBeanStalk, tile.specialBeanStalk.name
randomthings:spectrePlank, Spectre Planks
randomthings:spectreSapling, Spectre Sapling
randomthings:spectreLog, Spectre Wood
randomthings:spectreLeaf, Spectre Leaves
randomthings:itemCollector, Item Collector
randomthings:advancedItemCollector, Advanced Item Collector
randomthings:natureCore, Nature Core
randomthings:biomeStone, tile.biomeStone.name
randomthings:biomeGlass, Biome Glass
randomthings:stainedBrick:0, White Stained Bricks
randomthings:stainedBrick:1, Orange Stained Bricks
randomthings:stainedBrick:2, Magenta Stained Bricks
randomthings:stainedBrick:3, Light Blue Stained Bricks
randomthings:stainedBrick:4, Yellow Stained Bricks
randomthings:stainedBrick:5, Lime Stained Bricks
randomthings:stainedBrick:6, Pink Stained Bricks
randomthings:stainedBrick:7, Gray Stained Bricks
randomthings:stainedBrick:8, Light Gray Stained Bricks
randomthings:stainedBrick:9, Cyan Stained Bricks
randomthings:stainedBrick:10, Purple Stained Bricks
randomthings:stainedBrick:11, Blue Stained Bricks
randomthings:stainedBrick:12, Brown Stained Bricks
randomthings:stainedBrick:13, Green Stained Bricks
randomthings:stainedBrick:14, Red Stained Bricks
randomthings:stainedBrick:15, Black Stained Bricks
randomthings:coloredGrass:0, White Grass
randomthings:coloredGrass:1, Orange Grass
randomthings:coloredGrass:2, Magenta Grass
randomthings:coloredGrass:3, Light Grass
randomthings:coloredGrass:4, Yellow Grass
randomthings:coloredGrass:5, Lime Grass
randomthings:coloredGrass:6, Pink Grass
randomthings:coloredGrass:7, Gray Grass
randomthings:coloredGrass:8, Light Gray Grass
randomthings:coloredGrass:9, Cyan Grass
randomthings:coloredGrass:10, Purple Grass
randomthings:coloredGrass:11, Blue Grass
randomthings:coloredGrass:12, Brown Grass
randomthings:coloredGrass:13, Green Grass
randomthings:coloredGrass:14, Red Grass
randomthings:coloredGrass:15, Black Grass
randomthings:spectreCore, Spectre Core
randomthings:rainbowLamp, Rainbow Lamp
randomthings:basicRedstoneInterface, Basic Redstone Interface
randomthings:advancedRedstoneInterface, Advanced Redstone Interface
randomthings:stableEnderpearl, Stable Ender Pearl
randomthings:biomeCrystal, Biome Crystal
randomthings:positionFilter, Position Filter
randomthings:summoningPendulum, Summoning Pendulum
randomthings:beans:0, Bean
randomthings:beans:1, Lesser Magic Bean
randomthings:beans:2, Magic Bean
randomthings:beanStew, Bean Stew
randomthings:redstoneTool, Redstone Tool
randomthings:waterWalkingBoots, Water Walking Boots
randomthings:dungeonChestGenerator, Loot Generator
randomthings:lavaCharm, Lava Charm
randomthings:lavaWader, Lava Waders
randomthings:obsidianSkull, Obsidian Skull
randomthings:obsidianSkullRing, Obsidian Skull Ring
randomthings:obsidianWaterWalkingBoots, Obsidian Water Walking Boots
randomthings:magicHood, Magic Hood
randomthings:imbue:0, Fire Imbue
randomthings:imbue:1, Poison Imbue
randomthings:imbue:2, Experience Imbue
randomthings:imbue:3, Wither Imbue
randomthings:imbue:4, Collapse Imbue
randomthings:bottleOfAir, Bottle of Air
randomthings:rezStone, Blood Stone
randomthings:enderLetter, Ender Letter
randomthings:entityFilter, Entity Filter
randomthings:ingredient:0, Sakanade Spores
randomthings:ingredient:1, Evil Tear
randomthings:ingredient:2, Ectoplasm
randomthings:ingredient:3, Spectre Ingot
randomthings:ingredient:4, Biome Sensor
randomthings:itemFilter, Item Filter
randomthings:spectreKey, Spectre Key
randomthings:redstoneActivator, Redstone Activator
randomthings:redstoneRemote, Redstone Remote
randomthings:spectreAnchor, Spectre Anchor
randomthings:spectreSword, Spectre Sword
randomthings:goldenCompass, Golden Compass
randomthings:blazeAndSteel, Blaze and Steel
randomthings:grassSeeds:0, Grass Seeds
randomthings:grassSeeds:1, White Grass Seeds
randomthings:grassSeeds:2, Orange Grass Seeds
randomthings:grassSeeds:3, Magenta Grass Seeds
randomthings:grassSeeds:4, Light Grass Seeds
randomthings:grassSeeds:5, Yellow Grass Seeds
randomthings:grassSeeds:6, Lime Grass Seeds
randomthings:grassSeeds:7, Pink Grass Seeds
randomthings:grassSeeds:8, Gray Grass Seeds
randomthings:grassSeeds:9, Light Gray Grass Seeds
randomthings:grassSeeds:10, Cyan Grass Seeds
randomthings:grassSeeds:11, Purple Grass Seeds
randomthings:grassSeeds:12, Blue Grass Seeds
randomthings:grassSeeds:13, Brown Grass Seeds
randomthings:grassSeeds:14, Green Grass Seeds
randomthings:grassSeeds:15, Red Grass Seeds
randomthings:grassSeeds:16, Black Grass Seeds
rarmor:itemRarmorHelmet, Rarmor Helmet
rarmor:itemRarmorChest:0, Rarmor Chestplate
rarmor:itemRarmorChest:0, Rarmor Chestplate
rarmor:itemRarmorPants, Rarmor Pants
rarmor:itemRarmorBoots, Rarmor Boots
rarmor:itemWireCutter, Wire Cutter
rarmor:itemControlCircuit, Control Circuit
rarmor:itemWire, Wire
rarmor:itemConnector, Connector
rarmor:itemSolarCell, Solar Cell
rarmor:itemGenerator, Generator
rarmor:itemBattery, Battery
rarmor:itemModuleStorage, Storage Module
rarmor:itemModuleEnder, Ender Storage Module
rarmor:itemModuleFurnace, Smelting Module
rarmor:itemModuleSolar, Solar Module
rarmor:itemModuleGenerator, Generator Module
rarmor:itemModuleSpeed, Running Module
rarmor:itemModuleJump, Jumping Module
rarmor:itemModuleMovement, Movement Module
rarmor:itemModuleProtectionIron, Iron Protection Module
rarmor:itemModuleProtectionGold, Gold Protection Module
rarmor:itemModuleProtectionDiamond, Diamond Protection Module
thermalfoundation:ore:0, Copper Ore
thermalfoundation:ore:1, Tin Ore
thermalfoundation:ore:2, Silver Ore
thermalfoundation:ore:3, Lead Ore
thermalfoundation:ore:4, Aluminum Ore
thermalfoundation:ore:5, Nickel Ore
thermalfoundation:ore:6, Platinum Ore
thermalfoundation:ore:7, Iridium Ore
thermalfoundation:ore:8, Mana Infused Ore
thermalfoundation:storage:0, Copper Block
thermalfoundation:storage:1, Tin Block
thermalfoundation:storage:2, Silver Block
thermalfoundation:storage:3, Lead Block
thermalfoundation:storage:4, Aluminum Block
thermalfoundation:storage:5, Nickel Block
thermalfoundation:storage:6, Platinum Block
thermalfoundation:storage:7, Iridium Block
thermalfoundation:storage:8, Mana Infused Block
thermalfoundation:storage_alloy:0, Steel Block
thermalfoundation:storage_alloy:1, Electrum Block
thermalfoundation:storage_alloy:2, Invar Block
thermalfoundation:storage_alloy:3, Bronze Block
thermalfoundation:storage_alloy:4, Constantan Block
thermalfoundation:storage_alloy:5, Signalum Block
thermalfoundation:storage_alloy:6, Lumium Block
thermalfoundation:storage_alloy:7, Enderium Block
thermalfoundation:glass:0, Hardened Copper Glass
thermalfoundation:glass:1, Hardened Tin Glass
thermalfoundation:glass:2, Hardened Silver Glass
thermalfoundation:glass:3, Hardened Glass
thermalfoundation:glass:4, Hardened Aluminum Glass
thermalfoundation:glass:5, Hardened Nickel Glass
thermalfoundation:glass:6, Hardened Platinum Glass
thermalfoundation:glass:7, Hardened Iridium Glass
thermalfoundation:glass:8, Hardened Mana Infused Glass
thermalfoundation:glass_alloy:0, Hardened Steel Glass
thermalfoundation:glass_alloy:1, Hardened Electrum Glass
thermalfoundation:glass_alloy:2, Hardened Invar Glass
thermalfoundation:glass_alloy:3, Hardened Bronze Glass
thermalfoundation:glass_alloy:4, Hardened Constantan Glass
thermalfoundation:glass_alloy:5, Hardened Signalum Glass
thermalfoundation:glass_alloy:6, Hardened Lumium Glass
thermalfoundation:glass_alloy:7, Hardened Enderium Glass
thermalfoundation:rockwool:0, Black Rockwool
thermalfoundation:rockwool:1, Red Rockwool
thermalfoundation:rockwool:2, Green Rockwool
thermalfoundation:rockwool:3, Brown Rockwool
thermalfoundation:rockwool:4, Blue Rockwool
thermalfoundation:rockwool:5, Purple Rockwool
thermalfoundation:rockwool:6, Cyan Rockwool
thermalfoundation:rockwool:7, Light Gray Rockwool
thermalfoundation:rockwool:8, Gray Rockwool
thermalfoundation:rockwool:9, Pink Rockwool
thermalfoundation:rockwool:10, Lime Rockwool
thermalfoundation:rockwool:11, Yellow Rockwool
thermalfoundation:rockwool:12, Light Blue Rockwool
thermalfoundation:rockwool:13, Magenta Rockwool
thermalfoundation:rockwool:14, Orange Rockwool
thermalfoundation:rockwool:15, White Rockwool
thermalfoundation:wrench:0, Crescent Hammer
thermalfoundation:meter:0, Multimeter
thermalfoundation:tome:0, Forge Lexicon
thermalfoundation:security:0, Signalum Security Lock
thermalfoundation:diagram:0, Schematic
thermalfoundation:diagram:3, Redprint
thermalfoundation:coin:0, Iron Coin
thermalfoundation:coin:1, Gold Coin
thermalfoundation:coin:64, Copper Coin
thermalfoundation:coin:65, Tin Coin
thermalfoundation:coin:66, Silver Coin
thermalfoundation:coin:67, Lead Coin
thermalfoundation:coin:68, Aluminum Coin
thermalfoundation:coin:69, Nickel Coin
thermalfoundation:coin:70, Platinum Coin
thermalfoundation:coin:71, Iridium Coin
thermalfoundation:coin:72, Mana Infused Coin
thermalfoundation:coin:96, Steel Coin
thermalfoundation:coin:97, Electrum Coin
thermalfoundation:coin:98, Invar Coin
thermalfoundation:coin:99, Bronze Coin
thermalfoundation:coin:100, Constantan Coin
thermalfoundation:coin:101, Signalum Coin
thermalfoundation:coin:102, Lumium Coin
thermalfoundation:coin:103, Enderium Coin
thermalfoundation:fertilizer:0, Phyto-Gro
thermalfoundation:fertilizer:1, Rich Phyto-Gro
thermalfoundation:fertilizer:2, Fluxed Phyto-Gro
thermalfoundation:material:0, Pulverized Iron
thermalfoundation:material:1, Pulverized Gold
thermalfoundation:material:16, Diamond Nugget
thermalfoundation:material:24, Iron Gear
thermalfoundation:material:25, Gold Gear
thermalfoundation:material:32, Iron Plate
thermalfoundation:material:33, Gold Plate
thermalfoundation:material:64, Pulverized Copper
thermalfoundation:material:65, Pulverized Tin
thermalfoundation:material:66, Pulverized Silver
thermalfoundation:material:67, Pulverized Lead
thermalfoundation:material:68, Pulverized Aluminum
thermalfoundation:material:69, Pulverized Nickel
thermalfoundation:material:70, Pulverized Platinum
thermalfoundation:material:71, Pulverized Iridium
thermalfoundation:material:72, Pulverized Mana Infused Metal
thermalfoundation:material:96, Steel Blend
thermalfoundation:material:97, Electrum Blend
thermalfoundation:material:98, Invar Blend
thermalfoundation:material:99, Bronze Blend
thermalfoundation:material:100, Constantan Blend
thermalfoundation:material:101, Signalum Blend
thermalfoundation:material:102, Lumium Blend
thermalfoundation:material:103, Enderium Blend
thermalfoundation:material:128, Copper Ingot
thermalfoundation:material:129, Tin Ingot
thermalfoundation:material:130, Silver Ingot
thermalfoundation:material:131, Lead Ingot
thermalfoundation:material:132, Aluminum Ingot
thermalfoundation:material:133, Nickel Ingot
thermalfoundation:material:134, Platinum Ingot
thermalfoundation:material:135, Iridium Ingot
thermalfoundation:material:136, Mana Infused Ingot
thermalfoundation:material:160, Steel Ingot
thermalfoundation:material:161, Electrum Ingot
thermalfoundation:material:162, Invar Ingot
thermalfoundation:material:163, Bronze Ingot
thermalfoundation:material:164, Constantan Ingot
thermalfoundation:material:165, Signalum Ingot
thermalfoundation:material:166, Lumium Ingot
thermalfoundation:material:167, Enderium Ingot
thermalfoundation:material:192, Copper Nugget
thermalfoundation:material:193, Tin Nugget
thermalfoundation:material:194, Silver Nugget
thermalfoundation:material:195, Lead Nugget
thermalfoundation:material:196, Aluminum Nugget
thermalfoundation:material:197, Nickel Nugget
thermalfoundation:material:198, Platinum Nugget
thermalfoundation:material:199, Iridium Nugget
thermalfoundation:material:200, Mana Infused Nugget
thermalfoundation:material:224, Steel Nugget
thermalfoundation:material:225, Electrum Nugget
thermalfoundation:material:226, Invar Nugget
thermalfoundation:material:227, Bronze Nugget
thermalfoundation:material:228, Constantan Nugget
thermalfoundation:material:229, Signalum Nugget
thermalfoundation:material:230, Lumium Nugget
thermalfoundation:material:231, Enderium Nugget
thermalfoundation:material:256, Copper Gear
thermalfoundation:material:257, Tin Gear
thermalfoundation:material:258, Silver Gear
thermalfoundation:material:259, Lead Gear
thermalfoundation:material:260, Aluminum Gear
thermalfoundation:material:261, Nickel Gear
thermalfoundation:material:262, Platinum Gear
thermalfoundation:material:263, Iridium Gear
thermalfoundation:material:264, Mana Infused Gear
thermalfoundation:material:288, Steel Gear
thermalfoundation:material:289, Electrum Gear
thermalfoundation:material:290, Invar Gear
thermalfoundation:material:291, Bronze Gear
thermalfoundation:material:292, Constantan Gear
thermalfoundation:material:293, Signalum Gear
thermalfoundation:material:294, Lumium Gear
thermalfoundation:material:295, Enderium Gear
thermalfoundation:material:320, Copper Plate
thermalfoundation:material:321, Tin Plate
thermalfoundation:material:322, Silver Plate
thermalfoundation:material:323, Lead Plate
thermalfoundation:material:324, Aluminum Plate
thermalfoundation:material:325, Nickel Plate
thermalfoundation:material:326, Platinum Plate
thermalfoundation:material:327, Iridium Plate
thermalfoundation:material:328, Mana Infused Plate
thermalfoundation:material:352, Steel Plate
thermalfoundation:material:353, Electrum Plate
thermalfoundation:material:354, Invar Plate
thermalfoundation:material:355, Bronze Plate
thermalfoundation:material:356, Constantan Plate
thermalfoundation:material:357, Signalum Plate
thermalfoundation:material:358, Lumium Plate
thermalfoundation:material:359, Enderium Plate
thermalfoundation:material:512, Redstone Servo
thermalfoundation:material:513, Redstone Reception Coil
thermalfoundation:material:514, Redstone Transmission Coil
thermalfoundation:material:515, Redstone Conductance Coil
thermalfoundation:material:768, Pulverized Coal
thermalfoundation:material:769, Pulverized Charcoal
thermalfoundation:material:770, Pulverized Obsidian
thermalfoundation:material:771, Sulfur
thermalfoundation:material:772, Niter
thermalfoundation:material:800, Sawdust
thermalfoundation:material:801, Compressed Sawdust
thermalfoundation:material:802, Coal Coke
thermalfoundation:material:832, Rosin
thermalfoundation:material:833, Tar
thermalfoundation:material:864, Slag
thermalfoundation:material:865, Rich Slag
thermalfoundation:material:866, Cinnabar
thermalfoundation:material:1024, Pyrotheum Dust
thermalfoundation:material:1025, Cryotheum Dust
thermalfoundation:material:1026, Aerotheum Dust
thermalfoundation:material:1027, Petrotheum Dust
thermalfoundation:material:1028, Mana Dust
thermalfoundation:material:2048, Blizz Rod
thermalfoundation:material:2049, Blizz Powder
thermalfoundation:material:2050, Blitz Rod
thermalfoundation:material:2051, Blitz Powder
thermalfoundation:material:2052, Basalz Rod
thermalfoundation:material:2053, Basalz Powder
thermalfoundation:geode:0, Geode
thermalfoundation:helmet:0, Copper Helmet
thermalfoundation:helmet:0, Tin Helmet
thermalfoundation:helmet:0, Silver Helmet
thermalfoundation:helmet:0, Lead Helmet
thermalfoundation:helmet:0, Nickel Helmet
thermalfoundation:helmet:0, Platinum Helmet
thermalfoundation:helmet:0, Electrum Helmet
thermalfoundation:helmet:0, Invar Helmet
thermalfoundation:helmet:0, Bronze Helmet
thermalfoundation:chestplate:0, Copper Chestplate
thermalfoundation:chestplate:0, Tin Chestplate
thermalfoundation:chestplate:0, Silver Chestplate
thermalfoundation:chestplate:0, Lead Chestplate
thermalfoundation:chestplate:0, Nickel Chestplate
thermalfoundation:chestplate:0, Platinum Chestplate
thermalfoundation:chestplate:0, Electrum Chestplate
thermalfoundation:chestplate:0, Invar Chestplate
thermalfoundation:chestplate:0, Bronze Chestplate
thermalfoundation:leggings:0, Copper Leggings
thermalfoundation:leggings:0, Tin Leggings
thermalfoundation:leggings:0, Silver Leggings
thermalfoundation:leggings:0, Lead Leggings
thermalfoundation:leggings:0, Nickel Leggings
thermalfoundation:leggings:0, Platinum Leggings
thermalfoundation:leggings:0, Electrum Leggings
thermalfoundation:leggings:0, Invar Leggings
thermalfoundation:leggings:0, Bronze Leggings
thermalfoundation:boots:0, Copper Boots
thermalfoundation:boots:0, Tin Boots
thermalfoundation:boots:0, Silver Boots
thermalfoundation:boots:0, Lead Boots
thermalfoundation:boots:0, Nickel Boots
thermalfoundation:boots:0, Platinum Boots
thermalfoundation:boots:0, Electrum Boots
thermalfoundation:boots:0, Invar Boots
thermalfoundation:boots:0, Bronze Boots
thermalfoundation:sword:0, Copper Sword
thermalfoundation:sword:0, Tin Sword
thermalfoundation:sword:0, Silver Sword
thermalfoundation:sword:0, Lead Sword
thermalfoundation:sword:0, Nickel Sword
thermalfoundation:sword:0, Platinum Sword
thermalfoundation:sword:0, Electrum Sword
thermalfoundation:sword:0, Invar Sword
thermalfoundation:sword:0, Bronze Sword
thermalfoundation:shovel:0, Copper Shovel
thermalfoundation:shovel:0, Tin Shovel
thermalfoundation:shovel:0, Silver Shovel
thermalfoundation:shovel:0, Lead Shovel
thermalfoundation:shovel:0, Nickel Shovel
thermalfoundation:shovel:0, Platinum Shovel
thermalfoundation:shovel:0, Electrum Shovel
thermalfoundation:shovel:0, Invar Shovel
thermalfoundation:shovel:0, Bronze Shovel
thermalfoundation:pickaxe:0, Copper Pickaxe
thermalfoundation:pickaxe:0, Tin Pickaxe
thermalfoundation:pickaxe:0, Silver Pickaxe
thermalfoundation:pickaxe:0, Lead Pickaxe
thermalfoundation:pickaxe:0, Nickel Pickaxe
thermalfoundation:pickaxe:0, Platinum Pickaxe
thermalfoundation:pickaxe:0, Electrum Pickaxe
thermalfoundation:pickaxe:0, Invar Pickaxe
thermalfoundation:pickaxe:0, Bronze Pickaxe
thermalfoundation:axe:0, Copper Axe
thermalfoundation:axe:0, Tin Axe
thermalfoundation:axe:0, Silver Axe
thermalfoundation:axe:0, Lead Axe
thermalfoundation:axe:0, Nickel Axe
thermalfoundation:axe:0, Platinum Axe
thermalfoundation:axe:0, Electrum Axe
thermalfoundation:axe:0, Invar Axe
thermalfoundation:axe:0, Bronze Axe
thermalfoundation:hoe:0, Copper Hoe
thermalfoundation:hoe:0, Tin Hoe
thermalfoundation:hoe:0, Silver Hoe
thermalfoundation:hoe:0, Lead Hoe
thermalfoundation:hoe:0, Nickel Hoe
thermalfoundation:hoe:0, Platinum Hoe
thermalfoundation:hoe:0, Electrum Hoe
thermalfoundation:hoe:0, Invar Hoe
thermalfoundation:hoe:0, Bronze Hoe
thermalfoundation:bow:0, Copper Reinforced Bow
thermalfoundation:bow:0, Tin Reinforced Bow
thermalfoundation:bow:0, Silver Reinforced Bow
thermalfoundation:bow:0, Lead Reinforced Bow
thermalfoundation:bow:0, Nickel Reinforced Bow
thermalfoundation:bow:0, Platinum Reinforced Bow
thermalfoundation:bow:0, Electrum Reinforced Bow
thermalfoundation:bow:0, Invar Reinforced Bow
thermalfoundation:bow:0, Bronze Reinforced Bow
thermalfoundation:fishing_rod:0, Copper Fishing Rod
thermalfoundation:fishing_rod:0, Tin Fishing Rod
thermalfoundation:fishing_rod:0, Silver Fishing Rod
thermalfoundation:fishing_rod:0, Lead Fishing Rod
thermalfoundation:fishing_rod:0, Nickel Fishing Rod
thermalfoundation:fishing_rod:0, Platinum Fishing Rod
thermalfoundation:fishing_rod:0, Electrum Fishing Rod
thermalfoundation:fishing_rod:0, Invar Fishing Rod
thermalfoundation:fishing_rod:0, Bronze Fishing Rod
thermalfoundation:shears:0, Copper Shears
thermalfoundation:shears:0, Tin Shears
thermalfoundation:shears:0, Silver Shears
thermalfoundation:shears:0, Lead Shears
thermalfoundation:shears:0, Nickel Shears
thermalfoundation:shears:0, Platinum Shears
thermalfoundation:shears:0, Electrum Shears
thermalfoundation:shears:0, Invar Shears
thermalfoundation:shears:0, Bronze Shears
thermalfoundation:sickle:0, Copper Sickle
thermalfoundation:sickle:0, Tin Sickle
thermalfoundation:sickle:0, Silver Sickle
thermalfoundation:sickle:0, Lead Sickle
thermalfoundation:sickle:0, Nickel Sickle
thermalfoundation:sickle:0, Platinum Sickle
thermalfoundation:sickle:0, Electrum Sickle
thermalfoundation:sickle:0, Invar Sickle
thermalfoundation:sickle:0, Bronze Sickle
thermalfoundation:hammer:0, Copper Hammer
thermalfoundation:hammer:0, Tin Hammer
thermalfoundation:hammer:0, Silver Hammer
thermalfoundation:hammer:0, Lead Hammer
thermalfoundation:hammer:0, Nickel Hammer
thermalfoundation:hammer:0, Platinum Hammer
thermalfoundation:hammer:0, Electrum Hammer
thermalfoundation:hammer:0, Invar Hammer
thermalfoundation:hammer:0, Bronze Hammer
thermalfoundation:bow_vanilla:0, Stone Reinforced Bow
thermalfoundation:bow_vanilla:0, Iron Reinforced Bow
thermalfoundation:bow_vanilla:0, Diamond Reinforced Bow
thermalfoundation:bow_vanilla:0, Gold Reinforced Bow
thermalfoundation:fishing_rod_vanilla:0, Stone Fishing Rod
thermalfoundation:fishing_rod_vanilla:0, Iron Fishing Rod
thermalfoundation:fishing_rod_vanilla:0, Diamond Fishing Rod
thermalfoundation:fishing_rod_vanilla:0, Gold Fishing Rod
thermalfoundation:shears_vanilla:0, Wooden Shears
thermalfoundation:shears_vanilla:0, Stone Shears
thermalfoundation:shears_vanilla:0, Diamond Shears
thermalfoundation:shears_vanilla:0, Gold Shears
thermalfoundation:sickle_vanilla:0, Wooden Sickle
thermalfoundation:sickle_vanilla:0, Stone Sickle
thermalfoundation:sickle_vanilla:0, Iron Sickle
thermalfoundation:sickle_vanilla:0, Diamond Sickle
thermalfoundation:sickle_vanilla:0, Gold Sickle
thermalfoundation:hammer_vanilla:0, Wooden Hammer
thermalfoundation:hammer_vanilla:0, Stone Hammer
thermalfoundation:hammer_vanilla:0, Iron Hammer
thermalfoundation:hammer_vanilla:0, Diamond Hammer
thermalfoundation:hammer_vanilla:0, Gold Hammer
thermalfoundation:fluid_crude_oil, tile.thermalfoundation.fluid.crude_oil.name
thermalfoundation:fluid_redstone, Destabilized Redstone
thermalfoundation:fluid_glowstone, Energized Glowstone
thermalfoundation:fluid_ender, Resonant Ender
thermalfoundation:fluid_pyrotheum, Blazing Pyrotheum
thermalfoundation:fluid_cryotheum, Gelid Cryotheum
thermalfoundation:fluid_aerotheum, Zephyrean Aerotheum
thermalfoundation:fluid_petrotheum, Tectonic Petrotheum
thermalfoundation:fluid_mana, Primal Mana
redstonearsenal:storage:0, Fluxed Electrum Block
redstonearsenal:storage:1, Flux Crystal Block
redstonearsenal:material:0, Fluxed Electrum Blend
redstonearsenal:material:32, Fluxed Electrum Ingot
redstonearsenal:material:64, Fluxed Electrum Nugget
redstonearsenal:material:96, Fluxed Electrum Gear
redstonearsenal:material:128, Flux Crystal
redstonearsenal:material:160, Fluxed Armor Plating
redstonearsenal:material:192, Obsidian Rod
redstonearsenal:material:193, Flux-Infused Obsidian Rod
redstonearsenal:armor.helmet_flux, Flux-Infused Helm
redstonearsenal:armor.plate_flux, Flux-Infused Chestplate
redstonearsenal:armor.legs_flux, Flux-Infused Leggings
redstonearsenal:armor.boots_flux, Flux-Infused Boots
redstonearsenal:tool.wrench_flux, Flux-Infused OmniWrench
